,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipment Days,Order Year,Ship Year,Gender
5333,2017-09-22,2017-09-26,Standard Class,Jim Epp,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,98.16,6.0,0.0,9.816,4.0,2017,2017,Male
5334,2016-10-21,2016-10-22,First Class,Charles McCrossin,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Accessories,98.16,6.0,0.0,9.816,1.0,2016,2016,Male
5335,2017-05-27,2017-05-31,Standard Class,Roy Phan,Corporate,United States,Seattle,Washington,98103,West,Technology,Accessories,98.16,6.0,0.0,9.816,4.0,2017,2017,Male
5336,2017-08-17,2017-08-23,Standard Class,Adrian Hane,Home Office,United States,Louisville,Kentucky,40214,South,Technology,Accessories,98.16,6.0,0.0,9.816,6.0,2017,2017,Male
5337,2015-04-25,2015-05-02,Standard Class,Linda Southworth,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,21.34,2.0,0.0,9.8164,7.0,2015,2015,Female
5338,2014-11-01,2014-11-05,Standard Class,Daniel Lacy,Consumer,United States,Long Beach,New York,11561,East,Furniture,Furnishings,31.68,6.0,0.0,9.8208,4.0,2014,2014,Male
5339,2016-11-05,2016-11-10,Standard Class,Christopher Schild,Home Office,United States,San Jose,California,95123,West,Office Supplies,Binders,29.12,5.0,0.2,9.828,5.0,2016,2016,Male
5340,2016-08-22,2016-08-23,First Class,Tony Chapman,Home Office,United States,Fort Collins,Colorado,80525,West,Furniture,Furnishings,98.328,3.0,0.2,9.8328,1.0,2016,2016,Male
5341,2015-11-30,2015-12-03,First Class,Lena Radford,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Appliances,98.352,3.0,0.2,9.8352,3.0,2015,2015,Female
5342,2014-08-05,2014-08-09,Standard Class,Chad Sievert,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,20.94,3.0,0.0,9.8418,4.0,2014,2014,Male
5343,2015-12-13,2015-12-15,First Class,Rob Dowd,Consumer,United States,Temecula,California,92592,West,Office Supplies,Binders,29.2,5.0,0.2,9.855,2.0,2015,2015,Male
5344,2016-04-01,2016-04-08,Standard Class,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,Office Supplies,Fasteners,31.56,5.0,0.2,9.8625,7.0,2016,2016,Male
5345,2015-08-06,2015-08-08,First Class,Michael Stewart,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,27.216,3.0,0.2,9.8658,2.0,2015,2015,Male
5346,2015-06-16,2015-06-20,Standard Class,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,27.216,3.0,0.2,9.8658,4.0,2015,2015,Unknown
5347,2017-09-07,2017-09-11,Standard Class,Cassandra Brandow,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,29.24,5.0,0.2,9.8685,4.0,2017,2017,Female
5348,2016-09-02,2016-09-08,Standard Class,Rob Lucas,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,29.24,5.0,0.2,9.8685,6.0,2016,2016,Male
5349,2017-09-21,2017-09-26,Standard Class,Rick Hansen,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,20.16,7.0,0.0,9.8784,5.0,2017,2017,Male
5350,2016-10-15,2016-10-21,Standard Class,Cynthia Delaney,Home Office,United States,Oklahoma City,Oklahoma,73120,Central,Office Supplies,Labels,20.16,7.0,0.0,9.8784,6.0,2016,2016,Female
5351,2016-12-27,2016-12-31,Standard Class,Eugene Moren,Home Office,United States,Santa Ana,California,92704,West,Office Supplies,Labels,20.16,7.0,0.0,9.8784,4.0,2016,2016,Male
5352,2014-05-04,2014-05-04,Same Day,Andrew Allen,Consumer,United States,Middletown,Connecticut,6457,East,Furniture,Furnishings,27.46,2.0,0.0,9.8856,0.0,2014,2014,Male
5353,2017-11-26,2017-12-01,Standard Class,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,Furniture,Furnishings,27.46,2.0,0.0,9.8856,5.0,2017,2017,Female
5354,2017-12-23,2017-12-30,Standard Class,Julia Barnett,Home Office,United States,Danbury,Connecticut,6810,East,Furniture,Furnishings,27.46,2.0,0.0,9.8856,7.0,2017,2017,Female
5355,2017-05-28,2017-06-01,Standard Class,Michael Dominguez,Corporate,United States,Laurel,Maryland,20707,East,Furniture,Furnishings,27.46,2.0,0.0,9.8856,4.0,2017,2017,Male
5356,2015-10-28,2015-11-03,Standard Class,Rob Dowd,Consumer,United States,Henderson,Kentucky,42420,South,Office Supplies,Storage,36.63,3.0,0.0,9.8901,6.0,2015,2015,Male
5357,2016-11-13,2016-11-18,Standard Class,Cyma Kinney,Corporate,United States,New York City,New York,10011,East,Office Supplies,Storage,36.63,3.0,0.0,9.8901,5.0,2016,2016,Unknown
5358,2014-11-07,2014-11-12,Standard Class,Maribeth Schnelling,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,36.63,3.0,0.0,9.8901,5.0,2014,2014,Female
5359,2015-05-12,2015-05-16,Second Class,Annie Zypern,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,36.63,3.0,0.0,9.8901,4.0,2015,2015,Female
5360,2014-11-18,2014-11-21,Second Class,John Grady,Corporate,United States,Provo,Utah,84604,West,Office Supplies,Paper,21.98,7.0,0.0,9.891,3.0,2014,2014,Male
5361,2016-09-01,2016-09-05,Standard Class,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Paper,30.48,6.0,0.2,9.906,4.0,2016,2016,Male
5362,2014-12-22,2014-12-29,Standard Class,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,132.16,1.0,0.2,9.912,7.0,2014,2014,Female
5363,2016-05-09,2016-05-15,Standard Class,Julia West,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,79.36,5.0,0.2,9.92,6.0,2016,2016,Female
5364,2014-03-25,2014-03-30,Standard Class,Christina Anderson,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,25.44,6.0,0.0,9.9216,5.0,2014,2014,Male
5365,2017-11-14,2017-11-19,Standard Class,Joe Elijah,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Art,34.24,8.0,0.0,9.9296,5.0,2017,2017,Male
5366,2017-03-08,2017-03-11,First Class,Victoria Brennan,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Labels,20.7,2.0,0.0,9.936,3.0,2017,2017,Male
5367,2017-09-25,2017-10-01,Standard Class,Katrina Willman,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,20.7,2.0,0.0,9.936,6.0,2017,2017,Female
5368,2016-06-10,2016-06-15,Standard Class,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,20.7,2.0,0.0,9.936,5.0,2016,2016,Unknown
5369,2016-04-01,2016-04-05,Standard Class,Thomas Boland,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,20.7,2.0,0.0,9.936,4.0,2016,2016,Male
5370,2015-09-12,2015-09-18,Standard Class,Tamara Manning,Consumer,United States,Auburn,New York,13021,East,Office Supplies,Labels,20.7,2.0,0.0,9.936,6.0,2015,2015,Female
5371,2017-02-11,2017-02-15,Standard Class,Don Jones,Corporate,United States,New York City,New York,10024,East,Office Supplies,Labels,20.7,2.0,0.0,9.936,4.0,2017,2017,Male
5372,2017-12-05,2017-12-08,Second Class,Bart Folk,Consumer,United States,New York City,New York,10024,East,Office Supplies,Paper,21.6,6.0,0.0,9.936,3.0,2017,2017,Male
5373,2016-12-12,2016-12-17,Standard Class,Noel Staavos,Corporate,United States,New York City,New York,10009,East,Office Supplies,Supplies,35.52,4.0,0.0,9.9456,5.0,2016,2016,Male
5374,2017-10-19,2017-10-23,Second Class,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,Office Supplies,Paper,29.472,3.0,0.2,9.9468,4.0,2017,2017,Male
5375,2016-04-28,2016-05-02,Standard Class,Erica Hernandez,Home Office,United States,Denver,Colorado,80219,West,Office Supplies,Paper,29.472,3.0,0.2,9.9468,4.0,2016,2016,Female
5376,2014-06-03,2014-06-06,First Class,Richard Eichhorn,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,132.696,3.0,0.2,9.9522,3.0,2014,2014,Male
5377,2017-11-12,2017-11-12,Same Day,Eugene Moren,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Chairs,113.888,2.0,0.2,9.9652,0.0,2017,2017,Male
5378,2016-09-17,2016-09-21,Standard Class,Sanjit Jacobs,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,113.888,2.0,0.2,9.9652,4.0,2016,2016,Unknown
5379,2016-11-05,2016-11-07,Second Class,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,Furniture,Chairs,113.888,2.0,0.2,9.9652,2.0,2016,2016,Unknown
5380,2014-11-21,2014-11-26,Standard Class,Dave Hallsten,Corporate,United States,Richmond,Kentucky,40475,South,Technology,Phones,36.99,1.0,0.0,9.9873,5.0,2014,2014,Male
5381,2016-10-31,2016-11-05,Standard Class,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Storage,332.94,3.0,0.0,9.9882,5.0,2016,2016,Female
5382,2017-03-27,2017-03-29,Second Class,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,Office Supplies,Storage,332.94,3.0,0.0,9.9882,2.0,2017,2017,Female
5383,2014-05-13,2014-05-15,Second Class,Alejandro Grove,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Storage,55.5,2.0,0.0,9.99,2.0,2014,2014,Male
5384,2017-11-24,2017-11-27,First Class,Patrick Gardner,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,27.76,4.0,0.0,9.9936,3.0,2017,2017,Male
5385,2016-09-02,2016-09-06,Standard Class,Karen Daniels,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,39.98,2.0,0.0,9.995,4.0,2016,2016,Male
5386,2017-09-18,2017-09-22,Standard Class,Saphhira Shifley,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Supplies,34.48,2.0,0.0,9.9992,4.0,2017,2017,Unknown
5387,2015-01-17,2015-01-23,Standard Class,Amy Hunt,Consumer,United States,Bartlett,Tennessee,38134,South,Office Supplies,Supplies,88.96,8.0,0.2,10.008,6.0,2015,2015,Female
5388,2017-08-11,2017-08-13,First Class,Sylvia Foulston,Corporate,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,29.664,4.0,0.2,10.0116,2.0,2017,2017,Female
5389,2015-08-21,2015-08-26,Standard Class,Henry Goldwyn,Corporate,United States,Florence,Kentucky,41042,South,Office Supplies,Art,35.76,12.0,0.0,10.0128,5.0,2015,2015,Male
5390,2016-01-07,2016-01-12,Standard Class,Dianna Wilson,Home Office,United States,Oakland,California,94601,West,Office Supplies,Art,34.58,1.0,0.0,10.0282,5.0,2016,2016,Male
5391,2017-12-29,2018-01-01,Second Class,Katherine Hughes,Consumer,United States,Louisville,Kentucky,40214,South,Office Supplies,Art,34.58,1.0,0.0,10.0282,3.0,2017,2018,Female
5392,2017-10-23,2017-10-29,Standard Class,Julie Creighton,Corporate,United States,Rochester,New York,14609,East,Technology,Phones,35.88,3.0,0.0,10.0464,6.0,2017,2017,Male
5393,2016-10-22,2016-10-24,First Class,Peter McVee,Home Office,United States,Detroit,Michigan,48227,Central,Furniture,Furnishings,31.4,5.0,0.0,10.048,2.0,2016,2016,Male
5394,2017-01-20,2017-01-26,Standard Class,Thea Hendricks,Consumer,United States,Los Angeles,California,90045,West,Technology,Phones,160.776,3.0,0.2,10.0485,6.0,2017,2017,Female
5395,2017-06-01,2017-06-03,First Class,Fred Harton,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,27.744,6.0,0.2,10.0572,2.0,2017,2017,Male
5396,2016-09-15,2016-09-20,Standard Class,Rob Beeghly,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,21.4,5.0,0.0,10.058,5.0,2016,2016,Male
5397,2017-02-02,2017-02-07,Standard Class,Bill Overfelt,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,30.96,2.0,0.2,10.062,5.0,2017,2017,Male
5398,2017-03-28,2017-03-31,First Class,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,Furniture,Furnishings,26.48,1.0,0.0,10.0624,3.0,2017,2017,Male
5399,2016-10-30,2016-11-03,Standard Class,Edward Hooks,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,28.752,3.0,0.2,10.0632,4.0,2016,2016,Male
5400,2014-04-13,2014-04-17,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,30.992,13.0,0.2,10.0724,4.0,2014,2014,Male
5401,2017-09-24,2017-09-27,First Class,Anna Gayman,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,40.29,3.0,0.0,10.0725,3.0,2017,2017,Female
5402,2014-07-21,2014-07-27,Standard Class,Patrick Gardner,Consumer,United States,Omaha,Nebraska,68104,Central,Technology,Phones,35.98,2.0,0.0,10.0744,6.0,2014,2014,Male
5403,2017-11-10,2017-11-17,Standard Class,Michael Chen,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Binders,28.792,1.0,0.2,10.0772,7.0,2017,2017,Male
5404,2015-11-12,2015-11-19,Standard Class,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,Technology,Phones,100.792,1.0,0.2,10.0792,7.0,2015,2015,Female
5405,2014-09-23,2014-09-28,Standard Class,Jim Kriz,Home Office,United States,Lakewood,Ohio,44107,East,Office Supplies,Paper,28.8,9.0,0.2,10.08,5.0,2014,2014,Male
5406,2016-07-17,2016-07-22,Standard Class,Andrew Allen,Consumer,United States,Springfield,Missouri,65807,Central,Office Supplies,Paper,21.93,3.0,0.0,10.0878,5.0,2016,2016,Male
5407,2016-12-03,2016-12-06,First Class,Emily Grady,Consumer,United States,Oceanside,New York,11572,East,Office Supplies,Storage,33.63,3.0,0.0,10.089,3.0,2016,2016,Male
5408,2015-11-22,2015-11-25,Second Class,Nathan Gelder,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Storage,33.63,3.0,0.0,10.089,3.0,2015,2015,Male
5409,2017-07-18,2017-07-23,Standard Class,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Chairs,161.568,2.0,0.2,10.098,5.0,2017,2017,Female
5410,2015-04-11,2015-04-17,Standard Class,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,Furniture,Furnishings,67.36,2.0,0.2,10.104,6.0,2015,2015,Male
5411,2017-05-19,2017-05-24,Second Class,Adam Hart,Corporate,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,27.888,7.0,0.2,10.1094,5.0,2017,2017,Male
5412,2014-01-16,2014-01-18,Second Class,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,30.072,3.0,0.2,10.1493,2.0,2014,2014,Female
5413,2016-07-14,2016-07-18,Standard Class,Raymond Buch,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,30.8,4.0,0.0,10.164,4.0,2016,2016,Male
5414,2017-05-30,2017-06-03,Standard Class,Kelly Andreada,Consumer,United States,San Diego,California,92037,West,Office Supplies,Art,35.1,6.0,0.0,10.179,4.0,2017,2017,Unknown
5415,2015-06-11,2015-06-16,Standard Class,Brian Dahlen,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,53.7,6.0,0.0,10.203,5.0,2015,2015,Male
5416,2017-09-18,2017-09-22,Standard Class,Barry Französisch,Corporate,United States,Green Bay,Wisconsin,54302,Central,Office Supplies,Paper,22.72,4.0,0.0,10.224,4.0,2017,2017,Male
5417,2016-04-19,2016-04-24,Second Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Paper,22.72,4.0,0.0,10.224,5.0,2016,2016,Male
5418,2015-02-25,2015-03-01,Standard Class,Sung Shariari,Consumer,United States,Leominster,Massachusetts,1453,East,Office Supplies,Paper,22.72,4.0,0.0,10.224,4.0,2015,2015,Unknown
5419,2014-08-01,2014-08-05,Standard Class,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Appliances,62.92,1.0,0.2,10.2245,4.0,2014,2014,Female
5420,2015-09-18,2015-09-23,Standard Class,George Bell,Corporate,United States,Los Angeles,California,90049,West,Furniture,Furnishings,24.4,2.0,0.0,10.248,5.0,2015,2015,Male
5421,2015-12-14,2015-12-16,Second Class,Darren Budd,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,273.568,2.0,0.2,10.2588,2.0,2015,2015,Male
5422,2016-10-14,2016-10-20,Standard Class,Nathan Cano,Consumer,United States,Jacksonville,North Carolina,28540,South,Furniture,Chairs,102.592,1.0,0.2,10.2592,6.0,2016,2016,Male
5423,2015-04-18,2015-04-23,Second Class,Roland Fjeld,Consumer,United States,New York City,New York,10024,East,Office Supplies,Labels,21.93,3.0,0.0,10.3071,5.0,2015,2015,Male
5424,2016-06-23,2016-06-25,Second Class,Ruben Dartt,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Labels,21.93,3.0,0.0,10.3071,2.0,2016,2016,Male
5425,2017-10-28,2017-11-01,Standard Class,Sue Ann Reed,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Labels,21.93,3.0,0.0,10.3071,4.0,2017,2017,Female
5426,2017-06-19,2017-06-23,Standard Class,Allen Rosenblatt,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,103.12,8.0,0.0,10.312,4.0,2017,2017,Male
5427,2014-06-21,2014-06-23,Second Class,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,Office Supplies,Storage,36.84,3.0,0.0,10.3152,2.0,2014,2014,Unknown
5428,2016-03-17,2016-03-23,Standard Class,Christine Sundaresam,Consumer,United States,Malden,Massachusetts,2148,East,Office Supplies,Art,39.68,2.0,0.0,10.3168,6.0,2016,2016,Female
5429,2016-01-28,2016-02-01,Second Class,Henry Goldwyn,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Art,39.68,2.0,0.0,10.3168,4.0,2016,2016,Male
5430,2017-03-21,2017-03-25,Standard Class,Paul Stevenson,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Binders,30.576,6.0,0.2,10.3194,4.0,2017,2017,Male
5431,2015-10-01,2015-10-04,Second Class,Robert Marley,Home Office,United States,Cambridge,Massachusetts,2138,East,Office Supplies,Binders,22.45,5.0,0.0,10.327,3.0,2015,2015,Male
5432,2016-03-24,2016-03-26,First Class,Vivek Grady,Corporate,United States,Richmond,Indiana,47374,Central,Office Supplies,Paper,22.48,1.0,0.0,10.3408,2.0,2016,2016,Male
5433,2017-10-06,2017-10-12,Standard Class,Cyra Reiten,Home Office,United States,New York City,New York,10035,East,Office Supplies,Storage,344.91,3.0,0.0,10.3473,6.0,2017,2017,Female
5434,2017-11-13,2017-11-18,Standard Class,Ted Trevino,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,344.91,3.0,0.0,10.3473,5.0,2017,2017,Male
5435,2014-08-19,2014-08-23,Standard Class,Bill Shonely,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,344.91,3.0,0.0,10.3473,4.0,2014,2014,Male
5436,2014-11-16,2014-11-18,First Class,Justin Deggeller,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Storage,344.91,3.0,0.0,10.3473,2.0,2014,2014,Male
5437,2015-12-24,2015-12-26,First Class,David Bremer,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Labels,21.56,7.0,0.0,10.3488,2.0,2015,2015,Male
5438,2014-05-03,2014-05-05,First Class,Joni Sundaresam,Home Office,United States,Appleton,Wisconsin,54915,Central,Office Supplies,Labels,21.56,7.0,0.0,10.3488,2.0,2014,2014,Female
5439,2015-12-27,2015-12-31,Standard Class,Arthur Gainer,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Labels,21.56,7.0,0.0,10.3488,4.0,2015,2015,Male
5440,2015-12-11,2015-12-14,First Class,Cynthia Arntzen,Consumer,United States,Detroit,Michigan,48205,Central,Office Supplies,Binders,23.0,2.0,0.0,10.35,3.0,2015,2015,Female
5441,2016-09-05,2016-09-07,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,82.8,2.0,0.2,10.35,2.0,2016,2016,Male
5442,2016-08-15,2016-08-22,Standard Class,Bill Donatelli,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,165.6,3.0,0.2,10.35,7.0,2016,2016,Male
5443,2014-06-30,2014-07-03,Second Class,Anthony Rawles,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,32.4,5.0,0.0,10.368,3.0,2014,2014,Male
5444,2016-04-08,2016-04-14,Standard Class,Clytie Kelty,Consumer,United States,Los Angeles,California,90032,West,Furniture,Furnishings,24.7,5.0,0.0,10.374,6.0,2016,2016,Unknown
5445,2017-09-25,2017-09-28,First Class,Luke Schmidt,Corporate,United States,Helena,Montana,59601,West,Office Supplies,Storage,39.9,5.0,0.0,10.374,3.0,2017,2017,Male
5446,2015-12-04,2015-12-10,Standard Class,Sean O'Donnell,Consumer,United States,Hempstead,New York,11550,East,Technology,Phones,39.96,4.0,0.0,10.3896,6.0,2015,2015,Male
5447,2017-10-19,2017-10-24,Second Class,Hilary Holden,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,30.56,2.0,0.0,10.3904,5.0,2017,2017,Male
5448,2017-08-21,2017-08-22,First Class,Patrick Ryan,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,129.92,4.0,0.0,10.3936,1.0,2017,2017,Male
5449,2014-10-22,2014-10-26,Standard Class,Nicole Brennan,Corporate,United States,Bossier City,Louisiana,71111,South,Furniture,Furnishings,129.92,4.0,0.0,10.3936,4.0,2014,2014,Male
5450,2017-12-23,2017-12-25,Second Class,Michael Moore,Consumer,United States,College Station,Texas,77840,Central,Office Supplies,Paper,28.672,8.0,0.2,10.3936,2.0,2017,2017,Male
5451,2014-12-20,2014-12-22,First Class,Carol Triggs,Consumer,United States,Tucson,Arizona,85705,West,Furniture,Furnishings,51.968,2.0,0.2,10.3936,2.0,2014,2014,Unknown
5452,2017-04-20,2017-04-23,First Class,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,51.968,2.0,0.2,10.3936,3.0,2017,2017,Female
5453,2016-05-03,2016-05-05,First Class,Susan MacKendrick,Consumer,United States,Newark,Ohio,43055,East,Furniture,Furnishings,51.968,2.0,0.2,10.3936,2.0,2016,2016,Female
5454,2017-12-02,2017-12-05,First Class,Adam Shillingsburg,Consumer,United States,Charlottesville,Virginia,22901,South,Office Supplies,Art,34.65,3.0,0.0,10.395,3.0,2017,2017,Male
5455,2014-06-09,2014-06-13,Second Class,Carl Weiss,Home Office,United States,Huntsville,Texas,77340,Central,Technology,Accessories,63.984,2.0,0.2,10.3974,4.0,2014,2014,Male
5456,2016-11-26,2016-11-30,Standard Class,Maribeth Schnelling,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Art,37.17,9.0,0.0,10.4076,4.0,2016,2016,Female
5457,2016-04-22,2016-04-26,Second Class,Paul Gonzalez,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,31.56,3.0,0.0,10.4148,4.0,2016,2016,Male
5458,2016-11-27,2016-12-02,Standard Class,Pamela Coakley,Corporate,United States,Westfield,New Jersey,7090,East,Furniture,Furnishings,31.56,3.0,0.0,10.4148,5.0,2016,2016,Female
5459,2015-08-13,2015-08-13,Same Day,Sandra Flanagan,Consumer,United States,Pomona,California,91767,West,Furniture,Furnishings,31.56,3.0,0.0,10.4148,0.0,2015,2015,Female
5460,2016-12-29,2016-12-31,Second Class,Ken Lonsdale,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Envelopes,27.792,3.0,0.2,10.422,2.0,2016,2016,Male
5461,2015-09-24,2015-09-26,Second Class,Max Engle,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Art,35.96,2.0,0.0,10.4284,2.0,2015,2015,Male
5462,2017-12-16,2017-12-23,Standard Class,Ross DeVincentis,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Binders,33.376,4.0,0.2,10.43,7.0,2017,2017,Male
5463,2015-12-26,2016-01-02,Standard Class,Brian Dahlen,Consumer,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,22.2,5.0,0.0,10.434,7.0,2015,2016,Male
5464,2016-10-21,2016-10-21,Same Day,Michael Kennedy,Corporate,United States,Manchester,Connecticut,6040,East,Office Supplies,Binders,23.2,4.0,0.0,10.44,0.0,2016,2016,Male
5465,2015-04-30,2015-05-04,Standard Class,Jane Waco,Corporate,United States,Lawrence,Massachusetts,1841,East,Furniture,Furnishings,24.3,5.0,0.0,10.449,4.0,2015,2015,Female
5466,2017-12-22,2017-12-26,Standard Class,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Storage,37.32,3.0,0.0,10.4496,4.0,2017,2017,Male
5467,2015-05-01,2015-05-06,Standard Class,Patrick O'Brill,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,37.32,3.0,0.0,10.4496,5.0,2015,2015,Male
5468,2016-07-14,2016-07-18,Second Class,Steven Ward,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,41.86,7.0,0.0,10.465,4.0,2016,2016,Male
5469,2016-11-10,2016-11-15,Standard Class,Debra Catini,Consumer,United States,Warner Robins,Georgia,31088,South,Office Supplies,Art,41.86,7.0,0.0,10.465,5.0,2016,2016,Female
5470,2014-04-02,2014-04-06,Second Class,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,33.488,7.0,0.2,10.465,4.0,2014,2014,Unknown
5471,2017-08-20,2017-08-20,Same Day,Eleni McCrary,Corporate,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,40.29,3.0,0.0,10.4754,0.0,2017,2017,Female
5472,2014-11-09,2014-11-11,Second Class,Jeremy Pistek,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,222.666,2.0,0.15,10.4784,2.0,2014,2014,Male
5473,2014-11-23,2014-11-25,First Class,Sanjit Chand,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,21.84,3.0,0.0,10.4832,2.0,2014,2014,Unknown
5474,2017-04-08,2017-04-14,Standard Class,Karen Ferguson,Home Office,United States,Plainfield,New Jersey,7060,East,Office Supplies,Appliances,41.95,5.0,0.0,10.4875,6.0,2017,2017,Male
5475,2017-02-18,2017-02-21,Second Class,Cynthia Voltz,Corporate,United States,Los Angeles,California,90045,West,Technology,Phones,167.976,3.0,0.2,10.4985,3.0,2017,2017,Female
5476,2017-07-08,2017-07-15,Standard Class,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,Technology,Accessories,50.0,2.0,0.0,10.5,7.0,2017,2017,Female
5477,2014-06-16,2014-06-21,Standard Class,Chloris Kastensmidt,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Art,35.0,4.0,0.0,10.5,5.0,2014,2014,Unknown
5478,2015-12-14,2015-12-19,Second Class,Ashley Jarboe,Consumer,United States,Los Angeles,California,90045,West,Technology,Accessories,50.0,2.0,0.0,10.5,5.0,2015,2015,Unknown
5479,2014-11-25,2014-11-27,Second Class,Laurel Workman,Corporate,United States,Brentwood,California,94513,West,Furniture,Furnishings,23.88,3.0,0.0,10.5072,2.0,2014,2014,Female
